    ocorrencia_id,fração_origem,tipo,descricao_completa,data_ocorrencia,gravidade,resolvido,acao_tomada
OC00625,FR1444,Vandalismo,Grafittis na entrada do bloco Norte. Necessária limpeza e eventual instalação de câmaras.,2024-10-12 16:43,2,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00626,FR0472,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2024-04-30 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00627,FR1218,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-01-10 16:43,4,False,A resolver
OC00628,FR0320,Limpeza,LIXO ACUMULADO NO PATAMAR DO 4º ANDAR HÁ VÁRIOS DIAS. CHEIRO NAUSEABUNDO.,2025-08-12 16:43,3,False,Em análise pela administração
OC00629,FR0170,Limpeza,Lixo acumulado no patamar do 8º andar há vários dias. Cheiro nauseabundo.,2024-09-14 16:43,2,False,Pendente
OC00630,FR1040,Ruído,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-06-08 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00631,FR0990,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-05-24 16:43,1,False,em analise
OC00632,FR2028,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 1A. Já causou danos na pintura e no rodapé.",2025-04-16 16:43,1,False,A resolver
OC00633,FR0308,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-06-16 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00634,FR1932,Ruído,"Barulho excessivo proveniente do apartamento 2B durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-03-22 16:43,5,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00635,FR1695,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 19). Já aconteceu várias vezes.,2025-03-29 16:43,4,False,em analise
OC00636,FR0739,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024-12-29 16:43,2,False,Em análise pela administração
OC00637,FR1903,Humidade,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2024-04-09 16:43,2,False,Em análise pela administração
OC00638,FR2272,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2024-04-20 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00639,FR1697,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-04-01 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00640,FR0550,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-05-09 16:43,4,False,A resolver
OC00641,FR1426,Ruído,"Barulho excessivo proveniente do apartamento 1A durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-01-05 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00642,FR1784,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2024-12-28 16:43,3,False,A resolver
OC00643,FR2330,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-09-26 16:43,4,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00644,FR0176,Seguranca,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-07-24 16:43,4,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00645,FR1787,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-10-25 16:43,4,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00646,FR0337,Seguranca,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-08-20 16:43,3,False,Pendente
OC00647,FR0447,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",08-04-2024 16:43,2,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00648,FR0004,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-02-22 16:43,4,Não,Em análise pela administração
OC00649,FR2295,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 20). Já aconteceu várias vezes.,2025-08-08 16:43,5,False,Pendente
OC00650,FR0550,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-10-24 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00651,FR1126,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-08-09 16:43,2,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00652,FR2401,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-02-25 16:43,3,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00653,FR2425,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-07-04 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00654,FR0256,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-05-17 16:43,2,False,Em análise pela administração
OC00655,FR1157,Ruído,"Barulho excessivo proveniente do apartamento 5E durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-07-21 16:43,2,False,em analise
OC00656,FR0139,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-02-08 16:43,1,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00657,FR1865,Limpeza,Lixo acumulado no patamar do 1º andar há vários dias. Cheiro nauseabundo.,2025-02-28 16:43,3,False,Em análise pela administração
OC00658,FR1944,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-12-18 16:43,2,False,Pendente
OC00659,FR2021,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-07-02 16:43,3,False,Pendente
OC00660,FR2172,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-09-05 16:43,5,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00661,FR0310,Limpeza,Lixo acumulado no patamar do 5º andar há vários dias. Cheiro nauseabundo.,2025-04-22 16:43,3,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00662,FR2048,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2025-05-15 16:43,3,False,A resolver
OC00663,FR0289,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-01-09 16:43,4,False,A resolver
OC00664,FR1479,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 96). Já aconteceu várias vezes.,2025-03-19 16:43,2,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00665,FR2452,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-03-03 16:43,4,False,em analise
OC00666,FR2230,Vandalismo,Grafittis na entrada do bloco Torre 1. Necessária limpeza e eventual instalação de câmaras.,2024-04-10 16:43,3,False,Em análise pela administração
OC00667,FR1760,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-03-05 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00668,FR1905,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 1A. Já causou danos na pintura e no rodapé.",2025-01-06 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00669,FR1264,Ruído,"Barulho excessivo proveniente do apartamento 1A durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-04-20 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00670,FR2445,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-04-29 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00671,FR1043,ruido,Obras não autorizadas no apartamento 3C fora do horário permitido. Utilização de berbequim e martelo após as 20h.,24/06/2024 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00672,FR1116,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-11-18 16:43,2,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00673,FR1290,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-02-10 16:43,3,False,em analise
OC00674,FR0062,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 4D. Já causou danos na pintura e no rodapé.",2024-12-07 16:43,10,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00675,FR1872,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 43). Já aconteceu várias vezes.,2024-10-18 16:43,3,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00676,FR1926,Ruído,"Barulho excessivo proveniente do apartamento 5E durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-03-31 16:43,2,False,em analise
OC00677,FR2470,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 40). Já aconteceu várias vezes.,2024-09-20 16:43,3,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00678,FR1246,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-05-17 16:43,2,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00679,FR0936,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-04-16 16:43,4,False,
OC00680,FR1940,Limpeza,Lixo acumulado no patamar do 5º andar há vários dias. Cheiro nauseabundo.,2024-08-08 16:43,3,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00681,FR0692,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-02-15 16:43,2,False,em analise
OC00682,FR1446,Vandalismo,Grafittis na entrada do bloco c. Necessária limpeza e eventual instalação de câmaras.,2025-06-08 16:43,4,False,Pendente
OC00683,FR2354,Humidade,"    Infiltração na parede da casa de banho, provavelmente originária do apartamento 4D. Já causou danos na pintura e no rodapé.    ",2025-02-26 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00684,FR0915,Ruído,"Barulho excessivo proveniente do apartamento 2B durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-09-12 16:43,3,False,A resolver
OC00685,FR1401,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2025-01-30 16:43,3,False,Pendente
OC00686,FR1855,Ruído,Obras não autorizadas no apartamento 3C fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-02-11 16:43,3,False,Pendente
OC00687,FR2086,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-06-19 16:43,5,False,Em análise pela administração
OC00688,FR0692,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-05-17 16:43,3,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00689,FR1536,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 4D. Já causou danos na pintura e no rodapé.",2025-02-27 16:43,1,False,Pendente
OC00690,FR0539,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-06-26 16:43,3,False,em analise
OC00691,FR2016,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-03-23 16:43,4,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00692,FR0134,Ruído,"Barulho excessivo proveniente do apartamento 5E durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-12-27 16:43,1,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00693,FR1747,Barulho,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-08-25 16:43,2,False,em analise
OC00694,FR2369,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-05-19 16:43,5,False,A resolver
OC00695,FR0640,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-10-23 16:43,1,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00696,FR2245,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-06-23 16:43,10,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00697,FR1432,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-07-31 16:43,4,False,Em análise pela administração
OC00698,FR1693,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-02-06 16:43,1,False,Em análise pela administração
OC00699,FR0953,Vandalismo,CAIXAS DE CORREIO ARROMBADAS DURANTE A NOITE. VÁRIOS MORADORES AFETADOS.,2025-08-18 16:43,4,False,Pendente
OC00700,FR0605,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-04-05 16:43,3,False,Pendente
OC00701,FR0153,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-04-06 16:43,2,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00702,FR1291,Ruído,Obras não autorizadas no apartamento 2B fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-03-09 16:43,3,False,em analise
OC00703,FR1428,Ruído,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-06-18 16:43,2,False,Em análise pela administração
OC00704,FR0165,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-12-31 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00705,FR1518,ruido,Obras não autorizadas no apartamento 1A fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-11-12 16:43,10,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00706,FR0542,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-05-11 16:43,4,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00707,FR2224,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",19/05/2024 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00708,FR2109,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-05-04 16:43,4,False,Em análise pela administração
OC00709,FR1914,Ruído,Obras não autorizadas no apartamento 2B fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-07-24 16:43,3,0,Pendente
OC00710,FR1696,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-05-28 16:43,2,False,A resolver
OC00711,FR0656,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2025-05-11 16:43,4,False,A resolver
OC00712,FR2380,Ruído,"Barulho excessivo proveniente do apartamento 2B durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-11-14 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00713,FR0276,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2024-05-19 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00714,FR2146,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-08-02 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00715,FR0334,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-09-06 16:43,2,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00716,FR1132,INFILTRAÇÃO,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-04-21 16:43,2,False,Em análise pela administração
OC00717,FR1638,Ruído,OBRAS NÃO AUTORIZADAS NO APARTAMENTO 5E FORA DO HORÁRIO PERMITIDO. UTILIZAÇÃO DE BERBEQUIM E MARTELO APÓS AS 20H.,2025-02-04 16:43,4,False,em analise
OC00718,FR0345,Ruído,Cão do apartamento 5E ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-01-06 16:43,4,S,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00719,FR1060,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-05-25 16:43,5,False,Pendente
OC00720,FR2302,Ruído,"Barulho excessivo proveniente do apartamento 3C durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-06-19 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00721,FR0741,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-11-21 16:43,3,False,em analise
OC00722,FR1946,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2024-09-01 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00723,FR0298,Vandalismo,Grafittis na entrada do bloco Torre 1. Necessária limpeza e eventual instalação de câmaras.,2024-07-19 16:43,1,False,Pendente
OC00724,FR0970,Ruído,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2024-06-24 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00725,FR2483,Ruído,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-10-18 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00726,FR0691,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-04-12 16:43,4,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00727,FR0072,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2025-08-13 16:43,3,False,Em análise pela administração
OC00728,FR0769,RUÍDO,"Barulho excessivo proveniente do apartamento 1A durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2025-09-03 16:43,3,False,A resolver
OC00729,FR0351,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 72). Já aconteceu várias vezes.,2024-10-09 16:43,3,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00730,FR0492,Ruído,Obras não autorizadas no apartamento 1A fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-01-10 16:43,2,Não,em analise
OC00731,FR2340,Ruído,Cão do apartamento 4D ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-06-03 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00732,FR1817,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-11-09 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00733,FR1519,Limpeza,Lixo acumulado no patamar do 3º andar há vários dias. Cheiro nauseabundo.,2025-01-21 16:43,3,False,A resolver
OC00734,FR0548,Vandalismo,Grafittis na entrada do bloco D. Necessária limpeza e eventual instalação de câmaras.,2024-07-07 16:43,1,False,A resolver
OC00735,FR0914,seguranca,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-09-11 16:43,5,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00736,FR0275,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 86). Já aconteceu várias vezes.,2025-05-06 16:43,4,False,Pendente
OC00737,FR2454,VANDALISMO,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024-04-29 16:43,3,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00738,FR1048,Vandalismo,Grafittis na entrada do bloco C. Necessária limpeza e eventual instalação de câmaras.,2024-10-12 16:43,3,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00739,FR0853,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-03-23 16:43,5,False,A resolver
OC00740,FR2268,Ruído,"Barulho excessivo proveniente do apartamento 4D durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-12-06 16:43,2,False,A resolver
OC00741,FR0769,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-02-14 16:43,2,False,A resolver
OC00742,FR1213,Ruido,Obras não autorizadas no apartamento 4D fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-09-19 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00743,FR1906,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-01-08 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00744,FR0619,Ruído,Obras não autorizadas no apartamento 3C fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-06-15 16:43,2,False,A resolver
OC00745,FR1572,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 5E. Já causou danos na pintura e no rodapé.",2025-07-06 16:43,2,False,A resolver
OC00746,FR2463,Infiltraçao,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2024-04-09 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00747,FR0535,Ruído,Cão do apartamento 3C ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-06-19 16:43,1,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00748,FR1919,Ruído,Obras não autorizadas no apartamento 1A fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-06-07 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00749,FR1708,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-07-12 16:43,3,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00750,FR0378,Vandalismo,Caixas de correio arrombadas durante a noite. Vários moradores afetados.,2024-08-20 16:43,3,True,Limpeza realizada. Apresentada queixa na polícia e reforçada vigilância.
OC00751,FR1236,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 3C. Já causou danos na pintura e no rodapé.",2025-02-13 16:43,4,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00752,FR0745,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-07-05 16:43,1,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00753,FR2262,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-07-31 16:43,3,False,Pendente
OC00754,FR1042,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-10-02 16:43,3,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00755,FR0834,Ruído,,2025-01-05 16:43,2,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00756,FR0003,Infiltração,Mancha de humidade no teto da sala com gotejamento ativo. Suspeita de rutura na canalização do apartamento superior.,2025-08-17 16:43,4,False,Pendente
OC00757,FR0208,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-12-12 16:43,2,False,Pendente
OC00758,FR2294,Ruido,Cão do apartamento 2B ladra constantemente durante o dia quando os proprietários estão ausentes.,2025-08-30 16:43,1,False,em analise
OC00759,FR0495,Limpeza,Lixo acumulado no patamar do 4º andar há vários dias. Cheiro nauseabundo.,2025-02-17 16:43,3,False,Em análise pela administração
OC00760,FR0931,Segurança,Pessoas estranhas a entrar no edifício e a permanecer nas escadas durante a noite.,2024-03-29 16:43,3,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00761,FR2027,Ruído,Obras não autorizadas no apartamento 3C fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2024-06-21 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00762,FR0638,Ruído,Obras não autorizadas no apartamento 5E fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-04-30 16:43,4,True,Morador notificado por escrito. Situação regularizada após intervenção da administração.
OC00763,FR1553,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 2B. Já causou danos na pintura e no rodapé.",2024-05-14 16:43,3,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00764,FR2466,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2025-04-10 16:43,2,False,Em análise pela administração
OC00765,FR1444,Segurança,"Porta de entrada do edifício não fecha corretamente, comprometendo a segurança de todos.",2024-10-28 16:43,3,True,Problema corrigido. Sistema reparado/substituído conforme necessário.
OC00766,FR2340,Infiltração,"Infiltração na parede da casa de banho, provavelmente originária do apartamento 4D. Já causou danos na pintura e no rodapé.",2024-10-15 16:43,2,True,Reparação efetuada. Canalização substituída e paredes tratadas.
OC00767,FR0643,Estacionamento,"Carro abandonado na garagem há meses, ocupando lugar e vertendo óleo.",2024-07-05 16:43,3,True,Proprietário do veículo identificado e notificado. Situação não voltou a repetir-se.
OC00768,FR0847,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2025-02-11 16:43,2,False,em analise
OC00769,FR1399,Ruído,"Barulho excessivo proveniente do apartamento 5E durante a madrugada. Música alta e vozes até às 3h da manhã, perturbando o descanso dos vizinhos.",2024-11-06 16:43,2,False,em analise
OC00770,FR1367,Limpeza,Lixo acumulado no patamar do 1º andar há vários dias. Cheiro nauseabundo.,2025-02-15 16:43,3,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00771,FR1829,Estacionamento,Veículo estacionado no meu lugar de garagem (lugar 79). Já aconteceu várias vezes.,2024-10-24 16:43,3,False,Em análise pela administração
OC00772,FR2094,Ruído,Obras não autorizadas no apartamento 3C fora do horário permitido. Utilização de berbequim e martelo após as 20h.,2025-03-07 16:43,3,False,Em análise pela administração
OC00773,FR2385,Limpeza,Lixo acumulado no patamar do 1º andar há vários dias. Cheiro nauseabundo.,2024-09-02 16:43,4,True,Situação regularizada. Empresa de limpeza notificada e serviço melhorado.
OC00774,FR0107,Vandalismo,CAIXAS DE CORREIO ARROMBADAS DURANTE A NOITE. VÁRIOS MORADORES AFETADOS.,2025-02-01 16:43,3,False,Em análise pela administração
OC00775,FR1604,Limpeza,Empresa de limpeza não aparece há duas semanas. Escadas e hall em péssimo estado.,2024-08-18 16:43,4,False,em analise
